prop_id,area_id,kind,x_pct,y_pct,yaw_deg,h_m,group_id,collide,purify_target,life_blight_id,art,note
sea_i21_0222,area_i21,tree,93.2,64.9,0,6.6,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0223,area_i21,tree,93.2,70.7,-8,7.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0224,area_i21,tree,93.2,76.5,0,5.4,sea_wall,TRUE,,,prop_sticker_tree_06.png,sea_wall rhythm+corner thin
sea_i21_0225,area_i21,tree,93.2,82.3,15,5.4,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i21_0226,area_i21,tree,93.2,88.1,0,8.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,sea_wall rhythm+corner thin
sea_i10_0227,area_i10,tree,6.9,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i10_0228,area_i10,tree,12.7,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0229,area_i10,tree,18.5,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0230,area_i10,tree,24.3,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i10_0231,area_i10,tree,30.1,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0232,area_i10,tree,35.9,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0233,area_i10,tree,41.7,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i10_0234,area_i10,tree,47.5,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0235,area_i10,tree,53.3,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0236,area_i10,tree,59.1,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i10_0237,area_i10,tree,64.9,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0238,area_i10,tree,70.7,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0239,area_i10,tree,76.5,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i10_0240,area_i10,tree,82.3,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0241,area_i10,tree,88.1,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i10_0242,area_i10,tree,6.8,6.9,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0243,area_i10,tree,6.8,12.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0244,area_i10,tree,6.8,18.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0245,area_i10,tree,6.8,24.3,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0246,area_i10,tree,6.8,30.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0247,area_i10,tree,6.8,35.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0248,area_i10,tree,6.8,41.7,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0249,area_i10,tree,6.8,47.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0250,area_i10,tree,6.8,53.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0251,area_i10,tree,6.8,59.1,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0252,area_i10,tree,6.8,64.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0253,area_i10,tree,6.8,70.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0254,area_i10,tree,6.8,76.5,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i10_0255,area_i10,tree,6.8,82.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0256,area_i10,tree,6.8,88.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i10_0257,area_i10,tree,6.9,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0258,area_i10,tree,12.7,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0259,area_i10,tree,18.5,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0260,area_i10,tree,24.3,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0261,area_i10,tree,30.1,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0262,area_i10,tree,35.9,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0263,area_i10,tree,41.7,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0264,area_i10,tree,47.5,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0265,area_i10,tree,53.3,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0266,area_i10,tree,59.1,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0267,area_i10,tree,64.9,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0268,area_i10,tree,70.7,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0269,area_i10,tree,76.5,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i10_0270,area_i10,tree,82.3,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i10_0271,area_i10,tree,88.1,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0272,area_i12,tree,6.9,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0273,area_i12,tree,12.7,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0274,area_i12,tree,18.5,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0275,area_i12,tree,24.3,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0276,area_i12,tree,30.1,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0277,area_i12,tree,35.9,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0278,area_i12,tree,41.7,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0279,area_i12,tree,47.5,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0280,area_i12,tree,53.3,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0281,area_i12,tree,59.1,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0282,area_i12,tree,64.9,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0283,area_i12,tree,70.7,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0284,area_i12,tree,76.5,93.2,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,south
sea_i12_0285,area_i12,tree,82.3,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0286,area_i12,tree,88.1,93.2,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,south
sea_i12_0287,area_i12,tree,93.2,6.9,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0288,area_i12,tree,93.2,12.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0289,area_i12,tree,93.2,18.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0290,area_i12,tree,93.2,24.3,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0291,area_i12,tree,93.2,30.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0292,area_i12,tree,93.2,35.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0293,area_i12,tree,93.2,41.7,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0294,area_i12,tree,93.2,47.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0295,area_i12,tree,93.2,53.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0296,area_i12,tree,93.2,59.1,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0297,area_i12,tree,93.2,64.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0298,area_i12,tree,93.2,70.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0299,area_i12,tree,93.2,76.5,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i12_0300,area_i12,tree,93.2,82.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0301,area_i12,tree,93.2,88.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i12_0302,area_i12,tree,6.9,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0303,area_i12,tree,12.7,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0304,area_i12,tree,18.5,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0305,area_i12,tree,24.3,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0306,area_i12,tree,30.1,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0307,area_i12,tree,35.9,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0308,area_i12,tree,41.7,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0309,area_i12,tree,47.5,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0310,area_i12,tree,53.3,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0311,area_i12,tree,59.1,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0312,area_i12,tree,64.9,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0313,area_i12,tree,70.7,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0314,area_i12,tree,76.5,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i12_0315,area_i12,tree,82.3,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i12_0316,area_i12,tree,88.1,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0317,area_i01,tree,6.9,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0318,area_i01,tree,12.7,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0319,area_i01,tree,18.5,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0320,area_i01,tree,24.3,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0321,area_i01,tree,30.1,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0322,area_i01,tree,35.9,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0323,area_i01,tree,41.7,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0324,area_i01,tree,47.5,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0325,area_i01,tree,53.3,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0326,area_i01,tree,59.1,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0327,area_i01,tree,64.9,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0328,area_i01,tree,70.7,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0329,area_i01,tree,76.5,6.8,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,north
sea_i01_0330,area_i01,tree,82.3,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0331,area_i01,tree,88.1,6.8,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,north
sea_i01_0332,area_i01,tree,6.8,6.9,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0333,area_i01,tree,6.8,12.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0334,area_i01,tree,6.8,18.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0335,area_i01,tree,6.8,24.3,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0336,area_i01,tree,6.8,30.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0337,area_i01,tree,6.8,35.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0338,area_i01,tree,6.8,41.7,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0339,area_i01,tree,6.8,47.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0340,area_i01,tree,6.8,53.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0341,area_i01,tree,6.8,59.1,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0342,area_i01,tree,6.8,64.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0343,area_i01,tree,6.8,70.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0344,area_i01,tree,6.8,76.5,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,west
sea_i01_0345,area_i01,tree,6.8,82.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0346,area_i01,tree,6.8,88.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,west
sea_i01_0347,area_i01,tree,93.2,6.9,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0348,area_i01,tree,93.2,12.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0349,area_i01,tree,93.2,18.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0350,area_i01,tree,93.2,24.3,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0351,area_i01,tree,93.2,30.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0352,area_i01,tree,93.2,35.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0353,area_i01,tree,93.2,41.7,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0354,area_i01,tree,93.2,47.5,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0355,area_i01,tree,93.2,53.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0356,area_i01,tree,93.2,59.1,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0357,area_i01,tree,93.2,64.9,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0358,area_i01,tree,93.2,70.7,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0359,area_i01,tree,93.2,76.5,0,9.2,sea_wall,TRUE,,,prop_sticker_tree_06.png,east
sea_i01_0360,area_i01,tree,93.2,82.3,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
sea_i01_0361,area_i01,tree,93.2,88.1,0,5.2,sea_wall,TRUE,,,prop_sticker_tree_07.png,east
grass_i21_s00,area_i21,bush,53.2,50.0,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_s01,area_i21,bush,54.1,51.1,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_s02,area_i21,bush,54.5,52.6,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_s03,area_i21,bush,54.4,54.4,0,1.8,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_s04,area_i21,bush,53.6,56.2,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_s05,area_i21,bush,50.8,53.1,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_s06,area_i21,bush,50.0,54.2,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_s07,area_i21,bush,48.7,55.0,0,1.8,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_s08,area_i21,bush,46.9,55.4,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_s09,area_i21,bush,44.9,55.1,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_s10,area_i21,bush,47.2,51.6,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_s11,area_i21,bush,45.9,51.1,0,1.8,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_s12,area_i21,bush,44.8,50.0,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_s13,area_i21,bush,44.0,48.4,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_s14,area_i21,bush,43.8,46.4,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_s15,area_i21,bush,47.7,47.7,0,1.8,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_s16,area_i21,bush,47.9,46.4,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_s17,area_i21,bush,48.7,45.0,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_s18,area_i21,bush,50.0,43.8,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_s19,area_i21,bush,51.9,43.0,0,1.8,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_s20,area_i21,bush,51.6,47.2,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_s21,area_i21,bush,53.0,47.0,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_s22,area_i21,bush,54.5,47.4,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_s23,area_i21,bush,56.0,48.4,0,1.8,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g000,area_i21,bush,24.5,64.4,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g001,area_i21,bush,28.4,72.2,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g002,area_i21,bush,73.4,50.9,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g003,area_i21,bush,50.4,29.9,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g004,area_i21,bush,12.2,40.2,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g005,area_i21,bush,56.5,17.3,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g006,area_i21,bush,72.3,29.7,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g007,area_i21,bush,29.7,15.2,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g008,area_i21,bush,87.8,68.1,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g009,area_i21,bush,78.5,58.8,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g010,area_i21,bush,49.8,20.8,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g011,area_i21,bush,84.3,40.0,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g012,area_i21,bush,23.8,74.1,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g013,area_i21,bush,21.5,82.5,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g014,area_i21,bush,38.1,48.8,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g015,area_i21,bush,77.8,29.8,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g016,area_i21,bush,85.6,79.9,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g017,area_i21,bush,69.4,70.0,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g018,area_i21,bush,56.1,67.5,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g019,area_i21,bush,21.3,48.2,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g020,area_i21,bush,43.1,39.8,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g021,area_i21,bush,14.0,19.1,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g022,area_i21,bush,66.6,87.5,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g023,area_i21,bush,28.9,58.3,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g024,area_i21,bush,25.7,24.9,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g025,area_i21,bush,38.5,82.5,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g026,area_i21,bush,38.3,57.4,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g027,area_i21,bush,35.3,19.8,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g028,area_i21,bush,17.0,73.8,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g029,area_i21,bush,71.1,40.5,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g030,area_i21,bush,63.9,63.4,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g031,area_i21,bush,80.3,84.8,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g032,area_i21,bush,42.9,87.2,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g033,area_i21,bush,85.1,56.9,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g034,area_i21,bush,79.1,49.3,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g035,area_i21,bush,40.5,30.8,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g036,area_i21,bush,78.6,24.3,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g037,area_i21,bush,75.6,16.0,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g038,area_i21,bush,31.6,34.0,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g039,area_i21,bush,43.9,25.0,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g040,area_i21,bush,17.3,37.7,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g041,area_i21,bush,68.7,48.4,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g042,area_i21,bush,31.2,84.9,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g043,area_i21,bush,14.2,28.1,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g044,area_i21,bush,75.7,72.4,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g045,area_i21,bush,76.5,35.4,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g046,area_i21,bush,70.4,12.8,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g047,area_i21,bush,13.8,57.1,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g048,area_i21,bush,60.9,76.7,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g049,area_i21,bush,56.4,31.5,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g050,area_i21,bush,19.2,19.1,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g051,area_i21,bush,13.9,46.0,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
grass_i21_g052,area_i21,bush,61.8,21.6,0,1.5,grass_short,FALSE,,,prop_sticker_grass_short_c.png,safe-density full i21
grass_i21_g053,area_i21,bush,52.9,36.6,0,1.6,grass_short,FALSE,,,prop_sticker_grass_short_d.png,safe-density full i21
grass_i21_g054,area_i21,bush,40.7,66.0,0,1.7,grass_short,FALSE,,,prop_sticker_grass_short_e.png,safe-density full i21
grass_i21_g055,area_i21,bush,66.0,78.4,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_a.png,safe-density full i21
grass_i21_g056,area_i21,bush,31.2,65.0,0,1.4,grass_short,FALSE,,,prop_sticker_grass_short_b.png,safe-density full i21
